Institution,Control,State,Category,Plan,Lat,Long,March_Death,April_Death,May_Death,June_Death,March_Hospitalized,April_Hospitalized,May_Hospitalized,June_Hospitalized,March_InICU,April_InICU,May_InICU,June_InICU,March_onVentilatorCumulative,April_onVentilatorCumulative,May_onVentilatorCumulative,June_onVentilatorCumulative,March_Positive,April_Positive,May_Positive,June_Positive,March_Recovered,April_Recovered,May_Recovered,June_Recovered,constitution_party_numbers,democrat_numbers,green_numbers,libertarian_numbers,republican_numbers
Saint Mary's College,Private,IN,"<a href=""https://www.saintmarys.edu/emergency-info"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,38.1909255,-76.42903129999998,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
Taylor University,Private,IN,"<a href=""https://www.facebook.com/watch/live/?v=472602113490213&amp;ref=watch_permalink"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.4558636,-85.49885379999998,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
Trine University,Private,IN,"<a href=""https://www.trine.edu/news/2020/open-fall.aspx"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.63133,-85.01347229999998,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
University of Evansville,Private,IN,"<a href=""https://evansville.meritpages.com/news/university-of-evansville-to-welcome-students-to-campus-for-its-fall-term/15799"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,37.9733172,-87.53186439999998,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
University of Indianapolis,Private,IN,"<a href=""https://uindy.edu/coronavirus/?_ga=2.42512355.718056542.1589888356-214593907.1582307099#introduction"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,39.7095718,-86.1343761,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
University of Notre Dame,Private,IN,"<a href=""https://news.nd.edu/news/notre-dame-to-begin-fall-semester-on-campus-the-week-of-aug-10/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.7055716,-86.2353388,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
University of Saint Francis,Private,IN,"<a href=""https://news.sf.edu/2020/04/30/usf-announces-plan-to-return-to-on-campus-instruction-in-fall/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.0874895,-85.17384380000001,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
Valparaiso University,Private,IN,"<a href=""http://www.valpotorch.com/news/article_d80d01a2-99e1-11ea-b9fb-9bddf1948a3c.html?fbclid=IwAR2tv0neCbZN5cUFlR4uvViTK8wkmcnDgVFSmtr8V2fyz22B0r3ZKAXpwbI"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,41.46394,-87.0438813,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
Wabash College,Private,IN,"<a href=""https://www.wabash.edu/studentlife/coronaviruswabash"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.03693320000001,-86.90667119999998,240,14327,52715,2142,5,0,114296,5860,0,0,24612,1255,0,0,0,0,10053,289598,838265,34830,0,0,21704,22224,1,5,1,5,5
Barry University,Private,FL,"<a href=""http://www.barry.edu/prepare/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,25.8790392,-80.19661099999998,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Beacon College,Private,FL,"<a href=""https://www.beaconcollege.edu/beacon-news/2020/04/coronavirus-update-april-17-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,28.810788,-81.874798,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Eastern Florida State College,Public,FL,"<a href=""https://www.easternflorida.edu/academics/class-schedule-search.cfm"" target=""_blank"" rel=""nofollow noopener noreferrer"">Proposing a hybrid model</a>",Proposing a hybrid model,28.3839968,-80.7586436,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Embry-Riddle Aeronautical University,Private,FL,"<a href=""https://news.erau.edu/headlines/embry-riddle-aeronautical-university-to-resume-face-to-face-instruction-on-june-30"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,40.0504885,-74.57614579999998,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Florida Institute of Technology,Private,FL,"<a href=""https://www.fit.edu/coronavirus/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,28.0646282,-80.6230583,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Florida Southern College,Private,FL,"<a href=""https://www.flsouthern.edu/news/recent/2020/general/fall-fall-semester-classes-to-begin-september-1.aspx"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,28.0314545,-81.9450401,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Florida State University,Public,FL,"<a href=""https://news.fsu.edu/news/2020/04/15/frequently-asked-questions-for-undergraduate-students-starting-in-summer-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,30.4418778,-84.29848890000002,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Jacksonville University,Private,FL,"<a href=""https://www.ju.edu/emergency/coronavirus/index.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,30.3530584,-81.6066798,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Lynn University,Private,FL,"<a href=""http://alert.lynn.edu/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,26.3842535,-80.12497950000002,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Miami Dade College,Public,FL,"<a href=""https://news.mdc.edu/we-made-it-to-the-end-of-the-spring-term/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,25.7776199,-80.19090880000002,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
New College of Florida,Public,FL,"<a href=""https://www.ncf.edu/emergency-management/campuswide-alerts/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Considering a range of scenarios</a>",Considering a range of scenarios,27.384828,-82.55870300000002,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Nova Southeastern University,Private,FL,"<a href=""https://www.nova.edu/coronavirus/index.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,26.0800444,-80.2453353,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Palm Beach Atlantic University,Private,FL,"<a href=""http://www.pba.edu/campus-life/health-wellness/safety/covid-19/index.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,26.7047472,-80.0504326,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Rollins College,Private,FL,"<a href=""https://emergency.rollins.edu/covid19/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,28.5925529,-81.34826799999998,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Saint Leo University,Private,FL,"<a href=""https://www.saintleo.edu/coronavirus"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,28.3362975,-82.25723909999998,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
St. Thomas University,Private,FL,"<a href=""https://www.stu.edu/news/message-from-president-david-a-armstrong-j-d-stu-to-return-to-our-traditional-on-campus-education-for-the-fall-2020-semester/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,45.94401999999999,-66.6462213,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Stetson University,Private,FL,"<a href=""https://www.stetson.edu/other/covid-19/index.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,29.0349641,-81.3032406,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
The Baptist College of Florida,Private,FL,"<a href=""http://www.baptistcollege.edu/news_events/press/2020/Reopen.asp"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,30.9626164,-85.5046179,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
University of Central Florida,Public,FL,"<a href=""https://twitter.com/ByBerkowitz/status/1253321140803698690"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,28.6024274,-81.2000599,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
University of Florida,Public,FL,"<a href=""http://www.ufl.edu/health-updates/institutional-recovery-strategy/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,29.6436325,-82.3549302,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
University of Miami,Private,FL,"<a href=""https://www.youtube.com/watch?v=msSIqGafFqo"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,25.7178924,-80.2746368,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
University of South Florida	,Public,FL,"<a href=""https://www.usf.edu/coronavirus/index.aspx"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,28.0587031,-82.41385389999998,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
University of Tampa,Private,FL,"<a href=""https://www.ut.edu/about-ut/university-services/office-of-public-information/fall-2020-opening"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,27.947932300000005,-82.4680547,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Valencia College,Public,FL,"<a href=""https://valenciacollege.edu/alerts/covid-19.php#update"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for online</a>",Planning for online,28.521792200000004,-81.46357669999998,439,19320,61797,2543,4592,100849,256770,10494,0,0,0,0,0,0,0,0,32635,661546,1395338,56830,0,0,0,0,4,5,5,5,5
Bates College,Private,ME,"<a href=""https://www.bates.edu/covid-19/2020/05/08/planning-for-next-academic-year/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,44.1057216,-70.2021865,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
Bowdoin College,Private,ME,"<a href=""https://www.bowdoin.edu/covid-19/messages/04-30-2020.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,43.9076929,-69.96399709999999,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
Colby College,Private,ME,"<a href=""https://www.cnbc.com/2020/05/13/colby-college-trustee-bob-diamond-delaying-fall-semester-possible-to-ensure-in-person-class.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">Waiting to decide</a>",Waiting to decide,44.5638691,-69.66263620000001,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
College of the Atlantic,Private,ME,"<a href=""https://bangordailynews.com/2020/05/07/news/hancock/college-of-the-atlantic-latest-to-plan-fall-reopening/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.394424,-68.22256690000002,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
Husson University,Private,ME,"<a href=""https://www.husson.edu/covid-19-response"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,44.8277943,-68.79369270000001,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
University of Maine –- Machias,Public,ME,Planning for in-person,Planning for in-person,44.7080638,-67.45610789999999,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
University of Maine — Augusta,Public,ME,Planning for in-person,Planning for in-person,44.3379097,-69.7965122,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
University of Maine — Farmington,Public,ME,Planning for in-person,Planning for in-person,44.66905209999999,-70.14897579999999,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
University of Maine — Fort Kent,Public,ME,Planning for in-person,Planning for in-person,47.25039320000001,-68.58930219999999,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
University of Maine — Presque Isle,Public,ME,Planning for in-person,Planning for in-person,46.6722917,-68.0162995,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
University of Maine — University of Southern Maine,Public,ME,Planning for in-person,Planning for in-person,43.66233709999999,-70.2772959,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
University of New England,Private,ME,"<a href=""https://www.une.edu/news/2020/university-new-england-announces-plans-open-maine-campuses-fall-semester"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,43.4582904,-70.3865402,13,843,2180,89,106,3724,6855,284,0,0,0,0,0,0,0,0,2120,22358,52158,2349,233,10131,32294,1586,2,5,5,4,5
Belhaven University,Private,MS,"<a href=""https://www.belhaven.edu/coronavirus/Letter-to-students-May.pdf"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,32.320011,-90.1690869,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Hinds Community College,Public,MS,"<a href=""https://www.hindscc.edu/emergency/coronavirus-covid-19"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,32.253820399999995,-90.4134554,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Millsaps College,Private,MS,"<a href=""http://www.millsaps.edu/coronavirus/may-4-campus-update.php"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,32.3224481,-90.17829909999999,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Mississippi College,Private,MS,"<a href=""https://www.wjtv.com/news/mississippi-college-to-reopen-campus-fall-2020/"" target=""_blank"" rel=""nofollow noopener noreferrer"">Planning for in-person</a>",Planning for in-person,32.3381241,-90.33174,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Mississippi Public Universities — Alcorn State University,Public,MS,Planning for in-person,Planning for in-person,31.8742035,-91.1372924,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Mississippi Public Universities — Delta State University,Public,MS,Planning for in-person,Planning for in-person,33.7453784,-90.7354508,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Mississippi Public Universities — Jackson State University,Public,MS,Planning for in-person,Planning for in-person,32.296885100000004,-90.2064252,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Mississippi Public Universities — Mississippi State University,Public,MS,Planning for in-person,Planning for in-person,33.455174199999995,-88.79437659999998,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Mississippi Public Universities — Mississippi University for Women,Public,MS,Planning for in-person,Planning for in-person,33.4912194,-88.4185425,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
Mississippi Public Universities — Mississippi Valley State University,Public,MS,Planning for in-person,Planning for in-person,33.5126982,-90.3416715,84,3972,15804,739,1464,21031,54008,2296,0,0,0,0,0,0,0,0,5780,109721,344072,15752,0,6826,204636,11203,5,5,4,5,5
