Control,State,Plan,2018 Fall Enrollment,Known_Cases_in_County_per_100k_Residents,lat,lng,institution,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020,per_dem,per_gop,pi_2014,pi_2015,pi_2016,pi_2017,pi_2018,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,state,cases_mar,cases_apr,cases_may,cases_june,cases_july,death_mar,death_apr,death_may,death_june,death_july,Total_Cases,Perecent_of_State_Cases,Cases_per_100000,Total_Deaths
Private,ME,Primarily in person,1767.0,137,44.5248006,-69.66324829999999,Thomas College ,"180 W River Rd, Waterville, Maine 04901-5097",Rural: Fringe,Yes,12282030.0,15992.0,4827527.00 ,6752.00 ,1819,130,66,4,4901,Waterville,Kennebec,0.0,0.0,0,0,0,0,26470.0,40420.0,26740.0,980.0,0.443885513417,0.48111335020199997,40031.0,41094.0,41907.0,43096.0,44940.0,4812322.0,4785659.0,4881037.0,4968318.0,5025676.0,ME,10,104,128,146,162,0,6,9,10,11,169,4.2%,138,<20
Public,KS,Primarily online,1412.0,371,39.37654439999999,-101.05390340000001,Colby Community College,"1255 S Range, Colby, Kansas 67701",Town: Remote,Yes,2642196.0,4839.0,1860991.00 ,9305.00 ,1410,0,49,2,67701,Colby,Thomas,5183.25,3626.5,0,0,0,0,0.0,13704.0,,,0.13407981625,0.813092161929,39719.0,38913.0,39208.0,40907.0,45671.0,381305.0,395459.0,389736.0,414243.0,413995.0,KS,0,0,0,15,31,0,0,0,0,0,34,0.1%,437,0
Private,NH,Primarily in person,859.0,307,43.4121488,-71.97795219999998,Colby-Sawyer College,"541 Main St, New London, New Hampshire 03257-7835",Rural: Distant,Yes,25519965.0,30784.0,3997486.00 ,6479.00 ,851,4,98,4,3257,New London,Merrimack,0.0,0.0,0,0,0,0,41670.0,58708.0,3450.0,0.0,0.490327144983,0.45953989900200004,51831.0,51927.0,53868.0,55169.0,57924.0,8738080.0,8493092.0,8521382.0,8617333.0,8883678.0,NH,22,177,340,410,456,0,3,14,18,21,458,6.9%,303,21
Public,NH,Fully online,2025.0,307,43.19291679999999,-71.5272064,Granite State College,"25 Hall Street, Concord, New Hampshire 03301-3471",Town: Fringe,No,4232798.0,4020.0,4941439.00 ,5424.00 ,1729,276,169,4,3301,Concord,Merrimack,8632.5,7642.5,8610,9690,0,0,0.0,20908.5,,,0.490327144983,0.45953989900200004,51831.0,51927.0,53868.0,55169.0,57924.0,8738080.0,8493092.0,8521382.0,8617333.0,8883678.0,NH,22,177,340,410,456,0,3,14,18,21,458,6.9%,303,21
Private,NH,Primarily online,2521.0,307,43.177032700000005,-71.8227095,New England College,"98 Bridge St, Henniker, New Hampshire 03242",Rural: Distant,Yes,31370684.0,18239.0,11591358.00 ,7245.00 ,1858,1669,561,4,3242,Henniker,Merrimack,0.0,0.0,0,0,0,0,37372.5,54821.75,14088.0,140.0,0.490327144983,0.45953989900200004,51831.0,51927.0,53868.0,55169.0,57924.0,8738080.0,8493092.0,8521382.0,8617333.0,8883678.0,NH,22,177,340,410,456,0,3,14,18,21,458,6.9%,303,21
Private,NH,Fully online,104068.0,307,43.0406977,-71.45332979999998,Southern New Hampshire University,"2500 North River Road, Manchester, New Hampshire 03106-1045",Suburb: Midsize,Yes,168759064.0,3913.0,410035628.00 ,7303.00 ,92902,20612,6256,4,3106,Hooksett,Merrimack,0.0,0.0,0,0,0,0,31136.0,50958.5,18810.0,0.0,0.490327144983,0.45953989900200004,51831.0,51927.0,53868.0,55169.0,57924.0,8738080.0,8493092.0,8521382.0,8617333.0,8883678.0,NH,22,177,340,410,456,0,3,14,18,21,458,6.9%,303,21
Private,MI,Primarily online,1485.0,1546,42.3611977,-83.06299109999998,College for Creative Studies,"201 E Kirby, Detroit, Michigan 48202",City: Large,Yes,24101171.0,17227.0,5797583.00 ,6813.00 ,1480,53,299,4,48202,Detroit,Wayne,0.0,0.0,0,0,0,0,43306.25,58004.75,48240.0,1415.0,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Public,MI,TBD,12219.0,1546,42.3241794,-83.23754939999998,Henry Ford College,"5101 Evergreen Rd, Dearborn, Michigan 48128-1495",City: Small,No,32337097.0,5656.0,14504576.00 ,5436.00 ,12146,0,659,4,48128,Dearborn,Wayne,6567.0,4761.0,0,0,0,0,0.0,15014.0,,,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Private,MI,Primarily in person,3044.0,1546,42.3857893,-83.4062995,Madonna University,"36600 Schoolcraft Rd, Livonia, Michigan 48150-1176",City: Small,Yes,15621481.0,9365.0,9362212.00 ,7636.00 ,2441,551,320,4,48150,Livonia,Wayne,0.0,0.0,0,0,0,0,21300.0,35292.0,15930.0,0.0,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Private,MI,TBD,480.0,1546,42.374841700000005,-83.1105062,Sacred Heart Major Seminary,"2701 Chicago Blvd, Detroit, Michigan 48206-1799",City: Large,Yes,2687744.0,10882.0,81698.00 ,7427.00 ,279,171,49,4,48206,Detroit,Wayne,0.0,0.0,0,0,0,0,19621.5,35802.75,29539.0,120.0,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Private,MI,Primarily online,5111.0,1546,42.4141556,-83.1379932,University of Detroit Mercy,"4001 W McNichols Rd, Detroit, Michigan 48221-3038",City: Large,Yes,42986031.0,16884.0,10150402.00 ,7266.00 ,2745,2335,687,4,48221,Detroit,Wayne,0.0,0.0,0,0,0,0,34470.0,48706.5,29268.0,0.0,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Public,MI,Primarily online,9460.0,1546,42.31763429999999,-83.23202990000001,University of Michigan -Dearborn,"4901 Evergreen Rd, Dearborn, Michigan 48128-1491",City: Small,No,38120795.0,7549.0,31398447.00 ,6792.00 ,6910,2281,551,4,48128,Dearborn,Wayne,25139.0,12684.5,12770,22750,800,800,0.0,25654.5,,,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Public,MI,Primarily online,14957.0,1546,42.327321999999995,-83.05444299999998,Wayne County Community College District,"801 W. Fort Street, Detroit, Michigan 48226",City: Large,No,24857702.0,3933.0,10855498.00 ,5021.00 ,14436,0,603,2,48226,Detroit,Wayne,0.0,0.0,0,0,0,0,0.0,12852.0,,,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Public,MI,Primarily online,27025.0,1546,42.3591388,-83.06654619999998,Wayne State University,"656 West Kirby Street, Detroit, Michigan 48202",City: Large,Yes,104764640.0,7835.0,59681269.00 ,6776.00 ,17643,9181,3375,4,48202,Detroit,Wayne,27700.25,13028.0,16285,35274,1941,1941,0.0,26697.25,,,0.667795473596,0.295193758463,36914.0,39288.0,40549.0,41115.0,42942.0,82771015.0,84084627.0,85464905.0,86258000.0,88005730.0,MI,3195,16749,20277,22791,26949,83,1784,2454,2722,2800,27836,29.4%,"1,591","2,821"
Private,TX,TBD,376.0,1585,29.7166608,-95.5065116,College of Biblical Studies -Houston,"7000 Regency Square Blvd., Houston, Texas 77036-3211",City: Large,No,299021.0,1146.0,492569.00 ,2736.00 ,460,0,58,4,77036,Houston,Harris,7679.25,6950.5,0,0,0,0,0.0,21117.25,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Private,TX,TBD,205.0,1585,29.989560700000002,-95.43032420000002,Commonwealth Institute of Funeral Service,"415 Barren Springs Dr, Houston, Texas 77090-5918",City: Large,No,287614.0,2615.0,198511.00 ,2181.00 ,286,0,14,2,77090,Houston,Harris,0.0,0.0,0,0,0,0,12929.0,32409.5,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Private,TX,Hybrid,3432.0,1585,29.695181199999997,-95.51541529999999,Houston Baptist University,"7502 Fondren Rd, Houston, Texas 77074-3298",City: Large,Yes,45071744.0,21270.0,8188073.00 ,6593.00 ,2632,1109,309,4,77074,Houston,Harris,0.0,0.0,0,0,0,0,32127.5,45642.5,10350.0,2500.0,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily online,57200.0,1585,29.780288399999996,-95.25748270000001,Houston Community College,"3100 Main Street, Houston, Texas 77002",City: Large,No,83886330.0,3895.0,64070826.00 ,6341.00 ,56151,0,2826,2,77002,Houston,Harris,4134.0,3558.0,0,0,0,0,0.0,15923.5,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily online,7773.0,1585,29.734540600000003,-94.9764522,Lee College,"511 S Whiting, Baytown, Texas 77520",City: Small,No,7467299.0,2766.0,1648514.00 ,5909.00 ,7516,0,341,2,77520,Baytown,Harris,0.0,0.0,0,0,0,0,0.0,15607.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Private,TX,TBD,324.0,1585,29.5252755,-95.1235083,Remington College-Houston Southeast Campus,"20985 Interstate 45 South, Webster, Texas 77598",Suburb: Large,No,1110574.0,4850.0,1628104.00 ,8060.00 ,243,0,29,2,77598,Webster,Harris,0.0,0.0,0,0,0,0,15558.25,28646.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Private,TX,TBD,448.0,1585,29.9466201,-95.42504170000001,Remington College-North Houston Campus,"11310 Greens Crossing Blvd, Ste 300, Houston, Texas 77067",City: Large,No,1633059.0,4964.0,2235798.00 ,7817.00 ,408,0,26,4,77067,Houston,Harris,0.0,0.0,0,0,0,0,15324.0,28096.25,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Private,TX,Hybrid,7124.0,1585,29.7173941,-95.4018312,Rice University,"6100 S Main St, Houston, Texas 77005-1827",City: Large,Yes,96870599.0,38289.0,2685114.00 ,5194.00 ,3989,3293,866,4,77005,Houston,Harris,0.0,0.0,0,0,0,0,46497.0,63982.0,48791.0,612.0,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily online,17573.0,2136,29.4457849,-98.49599690000001,San Antonio College,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,77041,Houston,Harris,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Hybrid,9732.0,1585,29.721421399999997,-95.3592691,Texas Southern University,"3100 Cleburne St, Houston, Texas 77004",City: Large,Yes,44503439.0,7361.0,36943269.00 ,7355.00 ,7092,1942,662,4,77004,Houston,Harris,21579.75,9129.75,5487,12868,1324,1324,0.0,25252.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily online,46324.0,1585,29.7199489,-95.3422334,University of Houston,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,77041,Houston,Harris,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily online,8961.0,1585,29.580669399999994,-95.0990951,University of Houston-Clear Lake,"2700 Bay Area Blvd, Houston, Texas 77058-1002",Suburb: Large,Yes,22864881.0,6140.0,17291426.00 ,7571.00 ,6439,2643,473,4,77058,Houston,Harris,19563.0,6834.5,7920,17568,1414,1414,0.0,24539.0,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily online,14265.0,1585,29.766257899999996,-95.3593594,University of Houston-Downtown,"1 Main Street, Houston, Texas 77002-1014",City: Large,No,47122965.0,5454.0,34846025.00 ,7706.00 ,13136,1504,721,4,77002,Houston,Harris,16394.0,6434.0,7578,14274,1196,1196,0.0,23648.0,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Private,TX,Hybrid,3223.0,1585,29.7364692,-95.3933007,University of St Thomas ,"3800 Montrose Blvd, Houston, Texas 77006-4696",City: Large,Yes,32627984.0,21256.0,4419712.00 ,6707.00 ,2124,1324,328,4,77006,Houston,Harris,0.0,0.0,0,0,0,0,32305.0,46231.0,20934.0,600.0,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily in person,47899.0,1407,32.7291229,-97.1120914,University of Texas -San Antonio,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,77041,Houston,Harris,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily in person,51832.0,1724,30.2849185,-97.73405670000001,University of Texas -San Antonio,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,77041,Houston,Harris,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily in person,25151.0,1720,31.7709368,-106.50464050000001,University of Texas -San Antonio,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,77041,Houston,Harris,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily in person,32264.0,2136,29.336701,-98.528719,University of Texas -San Antonio,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,77041,Houston,Harris,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,TX,Primarily in person,10206.0,1026,32.315745,-95.254231,University of Texas -San Antonio,"11025 Equity Drive, Houston, Texas 77041",City: Large,No,1940412.0,3865.0,5740765.00 ,9350.00 ,1002,0,178,4,77041,Houston,Harris,0.0,0.0,0,0,0,0,19338.75,37812.75,,,0.54223505185,0.41827111637500003,54462.0,53874.0,50511.0,53708.0,56474.0,343063562.0,358868375.0,350522882.0,351838302.0,361353488.0,TX,563,6356,12220,31422,70850,7,114,231,378,1206,76642,17.1%,"1,626","1,318"
Public,FL,Primarily online,6820.0,1485,29.163342,-82.17344,College of Central Florida,"3001 SW College Rd, Ocala, Florida 34474",City: Small,No,27834688.0,6686.0,9379831.00 ,5855.00 ,6605,0,327,4,34474,Ocala,Marion,10223.75,2605.0,0,0,0,0,0.0,13373.5,,,0.355090695475,0.617302346907,32613.0,33582.0,34506.0,35719.0,36997.0,7974703.0,8259823.0,8846178.0,8922757.0,9237866.0,FL,23,175,244,672,4682,0,4,7,10,56,5707,1.1%,"1,561",83
Public,GA,TBD,3546.0,2752,31.183264899999998,-81.48678120000001,College of Coastal Georgia,"One College Drive, Brunswick, Georgia 31520-3644",City: Small,Yes,11809194.0,4631.0,6309375.00 ,5189.00 ,3535,0,169,4,31520,Brunswick,Glynn,11833.25,4236.5,0,0,0,0,0.0,21098.5,,,0.344819482389,0.6310625422280001,39401.0,41444.0,41914.0,43642.0,46073.0,3236307.0,3348247.0,3342742.0,3401864.0,3524216.0,GA,17,55,115,788,2236,0,1,1,6,26,2422,1.2%,"2,840",42
Private,ID,Primarily in person,964.0,2251,43.6536737,-116.6767711,College of Idaho,"1600 S 25th E, Idaho Falls, Idaho 83404-5788",City: Small,No,3601641.0,4677.0,2857775.00 ,6267.00 ,1595,0,144,2,83404,Idaho Falls,Bonneville,6928.0,3280.0,0,0,0,0,0.0,19091.75,,,0.201981362526,0.603885822854,38914.0,42384.0,44272.0,46236.0,48287.0,4048645.0,4297612.0,4420880.0,4706502.0,4905301.0,ID,2,28,47,115,636,0,0,0,1,1,914,3.9%,768,<20
Public,IL,Primarily online,14193.0,1703,42.354274200000006,-88.01216250000002,College of Lake County,"19351 W Washington St., Grayslake, Illinois 60030-1198",Suburb: Large,No,12666478.0,3682.0,1797747.00 ,4417.00 ,13743,0,837,2,60030,Grayslake,Lake,12050.5,9082.5,0,0,0,0,0.0,14073.5,,,0.572891332339,0.369951017461,68199.0,72070.0,72732.0,74130.0,78559.0,54086335.0,57300737.0,57791108.0,58704142.0,60106642.0,IL,343,3509,8238,9719,11768,5,138,288,416,440,12376,6.6%,"1,777",444
Public,IL,Fully online,4232.0,2043,41.6067859,-87.6186508,College of Lake County,"19351 W Washington St., Grayslake, Illinois 60030-1198",Suburb: Large,No,12666478.0,3682.0,1797747.00 ,4417.00 ,13743,0,837,2,60030,Grayslake,Lake,12050.5,9082.5,0,0,0,0,0.0,14073.5,,,0.572891332339,0.369951017461,68199.0,72070.0,72732.0,74130.0,78559.0,54086335.0,57300737.0,57791108.0,58704142.0,60106642.0,IL,343,3509,8238,9719,11768,5,138,288,416,440,12376,6.6%,"1,777",444
Private,IL,Hybrid,1512.0,1703,42.250702399999994,-87.8282225,Lake Forest College,"555 N Sheridan Road, Lake Forest, Illinois 60045-2399",Suburb: Large,Yes,47572340.0,33082.0,7760484.00 ,7113.00 ,1538,24,182,4,60045,Lake Forest,Lake,0.0,0.0,0,0,0,0,46288.0,59876.25,14512.0,0.0,0.572891332339,0.369951017461,68199.0,72070.0,72732.0,74130.0,78559.0,54086335.0,57300737.0,57791108.0,58704142.0,60106642.0,IL,343,3509,8238,9719,11768,5,138,288,416,440,12376,6.6%,"1,777",444
Private,IL,Primarily in person,1775.0,1703,42.1979075,-87.88103269999998,Trinity International University,"2065 Half Day Rd, Deerfield, Illinois 60015-1283",Suburb: Large,Yes,12487333.0,20272.0,3632381.00 ,6906.00 ,722,1000,197,4,60015,Deerfield,Lake,0.0,0.0,0,0,0,0,31574.5,45607.0,17280.0,250.0,0.572891332339,0.369951017461,68199.0,72070.0,72732.0,74130.0,78559.0,54086335.0,57300737.0,57791108.0,58704142.0,60106642.0,IL,343,3509,8238,9719,11768,5,138,288,416,440,12376,6.6%,"1,777",444
Public,NJ,TBD,7686.0,2181,40.268439,-74.77769599999998,College of New Jersey,"630 U.S. Highway One, North Brunswick, New Jersey 08902-3492",Suburb: Large,No,1094186.0,3722.0,5285279.00 ,9421.00 ,789,0,109,4,8902,North Brunswick,Middlesex,0.0,0.0,0,0,0,0,19338.75,39583.75,,,0.583323899416,0.385544171961,53955.0,54971.0,56526.0,58172.0,61065.0,53884765.0,55223378.0,56463802.0,56688188.0,58319626.0,NJ,1123,11715,15824,17016,17832,20,571,989,1322,1403,17735,9.7%,"2,150","1,403"
Private,NJ,Other,58.0,1623,40.2071785,-74.2202253,College of New Jersey,"630 U.S. Highway One, North Brunswick, New Jersey 08902-3492",Suburb: Large,No,1094186.0,3722.0,5285279.00 ,9421.00 ,789,0,109,4,8902,North Brunswick,Middlesex,0.0,0.0,0,0,0,0,19338.75,39583.75,,,0.583323899416,0.385544171961,53955.0,54971.0,56526.0,58172.0,61065.0,53884765.0,55223378.0,56463802.0,56688188.0,58319626.0,NJ,1123,11715,15824,17016,17832,20,571,989,1322,1403,17735,9.7%,"2,150","1,403"
Public,NJ,Primarily online,10894.0,2143,40.5048319,-74.36674790000001,Middlesex County College,"2600 Woodbridge Avenue, Edison, New Jersey 08818-3050",Suburb: Large,No,21126031.0,4735.0,3463149.00 ,4905.00 ,11142,0,686,2,8818,Edison,Middlesex,6984.0,6984.0,0,0,0,0,0.0,21949.0,,,0.583323899416,0.385544171961,53955.0,54971.0,56526.0,58172.0,61065.0,53884765.0,55223378.0,56463802.0,56688188.0,58319626.0,NJ,1123,11715,15824,17016,17832,20,571,989,1322,1403,17735,9.7%,"2,150","1,403"
Private,NJ,Other,57.0,2143,40.5009857,-74.39797010000002,Rabbi Jacob Joseph School,"One Plainfield Ave, Edison, New Jersey 08817-4494",Suburb: Large,Yes,405594.0,10400.0,0.00 ,_,73,0,6,4,8817,Edison,Middlesex,0.0,0.0,0,0,0,0,11912.5,19212.5,,,0.583323899416,0.385544171961,53955.0,54971.0,56526.0,58172.0,61065.0,53884765.0,55223378.0,56463802.0,56688188.0,58319626.0,NJ,1123,11715,15824,17016,17832,20,571,989,1322,1403,17735,9.7%,"2,150","1,403"
Public,NJ,Primarily online,50254.0,2143,40.500818599999995,-74.44739910000001,Rutgers University -New Brunswick,"83 Somerset St, New Brunswick, New Jersey 08901-1281",City: Small,Yes,230659775.0,12941.0,153302486.00 ,9017.00 ,36158,14015,6795,4,8901,New Brunswick,Middlesex,31018.25,14847.75,17736,30144,2247,2247,0.0,32118.0,,,0.583323899416,0.385544171961,53955.0,54971.0,56526.0,58172.0,61065.0,53884765.0,55223378.0,56463802.0,56688188.0,58319626.0,NJ,1123,11715,15824,17016,17832,20,571,989,1322,1403,17735,9.7%,"2,150","1,403"
Private,MN,Primarily in person,1782.0,1796,45.5796783,-94.3944417,College of Saint Benedict,"37 S. College Ave., Saint Joseph, Minnesota 56374",Suburb: Midsize,Yes,52757437.0,29908.0,7720468.00 ,6461.00 ,1748,0,169,4,56374,Saint Joseph,Stearns,0.0,0.0,0,0,0,0,44433.25,57795.5,,,0.323795657403,0.602873963411,42335.0,43313.0,43408.0,45278.0,47196.0,7479034.0,7531881.0,7707380.0,7908438.0,7972940.0,MN,5,267,2014,2265,2763,0,0,13,19,20,2864,4.9%,"1,778",20
Private,MN,Hybrid,1777.0,1796,45.5796783,-94.3944417,Saint John's University ,"2850 Abbey Plaza, Collegeville, Minnesota 56321",Rural: Fringe,Yes,47973583.0,29057.0,6759165.00 ,6474.00 ,1629,98,165,4,56321,Collegeville,Stearns,0.0,0.0,0,0,0,0,44156.0,57044.25,17100.0,300.0,0.323795657403,0.602873963411,42335.0,43313.0,43408.0,45278.0,47196.0,7479034.0,7531881.0,7707380.0,7908438.0,7972940.0,MN,5,267,2014,2265,2763,0,0,13,19,20,2864,4.9%,"1,778",20
Public,MN,Primarily online,13928.0,1796,45.55118640000001,-94.1515137,St Cloud State University,"720 Fourth Ave. South, Saint Cloud, Minnesota 56301-4498",City: Small,Yes,34851679.0,5802.0,31984725.00 ,6600.00 ,11346,1703,612,4,56301,Saint Cloud,Stearns,16434.25,8264.75,7460,11334,1112,1112,0.0,20768.25,,,0.323795657403,0.602873963411,42335.0,43313.0,43408.0,45278.0,47196.0,7479034.0,7531881.0,7707380.0,7908438.0,7972940.0,MN,5,267,2014,2265,2763,0,0,13,19,20,2864,4.9%,"1,778",20
